Train Name,Date,Station Name,Scheduled Arrival Time,Actual Arrival Time,Scheduled Departure Time,Actual Departure Time,Distance Between Stations (km),Average Speed (km/h),Weather Condition,Temperature (C),Rainfall (mm),Visibility (km),Traffic Congestion,Platform Number,Cause of Delay (if any)
New Delhi Rajdhani Express (12302),2014-05-11,Howrah Jn,09:55,09:56,None,None,259,37.9,Clear,36.8,N/A,N/A,Low,5,None
New Delhi Rajdhani Express (12302),2014-05-12,New Delhi,None,None,16:55,16:58,N/A,N/A,High Wind,35.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-12,Kanpur Central,21:00,21:01,21:05,21:06,439,108.4,High Wind,35.6,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-12,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,High Wind,35.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-12,Gaya Jn,01:15,01:15,01:20,01:20,203,130,High Wind,35.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-12,Dhanbad Jn,03:00,03:18,03:05,03:23,199,101.2,High Wind,35.6,N/A,N/A,Medium,2,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2014-05-12,Howrah Jn,09:55,10:11,None,None,259,38.1,High Wind,35.6,N/A,N/A,Medium,2,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2014-05-13,New Delhi,None,None,16:55,16:55,N/A,N/A,Clear,39.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-13,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Clear,39.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-13,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,39.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-13,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,39.4,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-13,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Clear,39.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-13,Howrah Jn,09:55,09:55,None,None,259,38.0,Clear,39.4,N/A,N/A,Low,2,None
New Delhi Rajdhani Express (12302),2014-05-14,New Delhi,None,None,16:55,16:58,N/A,N/A,Thunderstorm,36.3,17.9,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-14,Kanpur Central,21:00,21:02,21:05,21:07,439,108.0,Thunderstorm,36.3,17.9,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-14,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Thunderstorm,36.3,17.9,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-14,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Thunderstorm,36.3,17.9,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-14,Dhanbad Jn,03:00,03:00,03:05,03:05,199,119.4,Thunderstorm,36.3,17.9,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-14,Howrah Jn,09:55,09:58,None,None,259,37.6,Thunderstorm,36.3,17.9,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-15,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,44.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-15,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Heatwave,44.6,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-15,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Heatwave,44.6,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-15,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Heatwave,44.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-15,Dhanbad Jn,03:00,03:12,03:05,03:17,199,107.6,Heatwave,44.6,N/A,N/A,None,5,Track maintenance block
New Delhi Rajdhani Express (12302),2014-05-15,Howrah Jn,09:55,10:06,None,None,259,38.0,Heatwave,44.6,N/A,N/A,None,3,Track maintenance block
New Delhi Rajdhani Express (12302),2014-05-16,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,47.0,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-16,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Heatwave,47.0,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-16,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heatwave,47.0,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-16,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Heatwave,47.0,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-16,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Heatwave,47.0,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-16,Howrah Jn,09:55,09:55,None,None,259,38.0,Heatwave,47.0,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-17,New Delhi,None,None,16:55,16:56,N/A,N/A,Thunderstorm,30.4,19.5,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-17,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Thunderstorm,30.4,19.5,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-17,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Thunderstorm,30.4,19.5,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-17,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Thunderstorm,30.4,19.5,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-17,Dhanbad Jn,03:00,03:02,03:05,03:07,199,118.2,Thunderstorm,30.4,19.5,N/A,Low,1,None
New Delhi Rajdhani Express (12302),2014-05-17,Howrah Jn,09:55,09:58,None,None,259,37.8,Thunderstorm,30.4,19.5,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-18,New Delhi,None,None,16:55,16:55,N/A,N/A,Thunderstorm,28.4,10.3,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-18,Kanpur Central,21:00,21:00,21:05,21:05,439,107.5,Thunderstorm,28.4,10.3,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-18,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Thunderstorm,28.4,10.3,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-18,Gaya Jn,01:15,01:27,01:20,01:32,203,121.8,Thunderstorm,28.4,10.3,N/A,Medium,5,Speed restriction due to thunderstorm (10.3 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-05-18,Dhanbad Jn,03:00,03:10,03:05,03:15,199,121.8,Thunderstorm,28.4,10.3,N/A,Medium,3,Speed restriction due to thunderstorm (10.3 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-05-18,Howrah Jn,09:55,10:09,None,None,259,37.5,Thunderstorm,28.4,10.3,N/A,Medium,1,Speed restriction due to thunderstorm (10.3 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-05-19,New Delhi,None,None,16:55,16:56,N/A,N/A,Thunderstorm,38.5,16.1,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-19,Kanpur Central,21:00,00:14,21:05,00:19,439,60.1,Thunderstorm,38.5,16.1,N/A,Medium,3,Speed restriction due to thunderstorm (16.1 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-05-19,Pt Deen Dayal Upadhyaya Jn,23:35,02:47,23:45,02:57,347,130,Thunderstorm,38.5,16.1,N/A,Medium,3,Speed restriction due to thunderstorm (16.1 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-05-19,Gaya Jn,01:15,04:26,01:20,04:31,203,130,Thunderstorm,38.5,16.1,N/A,Medium,5,Speed restriction due to thunderstorm (16.1 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-05-19,Dhanbad Jn,03:00,06:10,03:05,06:15,199,120.6,Thunderstorm,38.5,16.1,N/A,Medium,4,Speed restriction due to thunderstorm (16.1 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-05-19,Howrah Jn,09:55,13:01,None,None,259,38.3,Thunderstorm,38.5,16.1,N/A,Medium,1,Speed restriction due to thunderstorm (16.1 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-05-20,New Delhi,None,None,16:55,16:56,N/A,N/A,Thunderstorm,31.6,46.9,N/A,Low,2,None
New Delhi Rajdhani Express (12302),2014-05-20,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Thunderstorm,31.6,46.9,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-20,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Thunderstorm,31.6,46.9,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-20,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Thunderstorm,31.6,46.9,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-20,Dhanbad Jn,03:00,03:00,03:05,03:05,199,120.6,Thunderstorm,31.6,46.9,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-20,Howrah Jn,09:55,09:57,None,None,259,37.7,Thunderstorm,31.6,46.9,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-21,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,31.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-21,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Clear,31.2,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-21,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,31.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-21,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Clear,31.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-21,Dhanbad Jn,03:00,03:01,03:05,03:06,199,121.8,Clear,31.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-21,Howrah Jn,09:55,09:55,None,None,259,38.0,Clear,31.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-22,New Delhi,None,None,16:55,16:55,N/A,N/A,Clear,31.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-22,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Clear,31.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-22,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,31.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-22,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,31.4,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-22,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Clear,31.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-22,Howrah Jn,09:55,09:55,None,None,259,38.0,Clear,31.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-23,New Delhi,None,None,16:55,16:55,N/A,N/A,Cloudy,28.1,N/A,N/A,Low,1,None
New Delhi Rajdhani Express (12302),2014-05-23,Kanpur Central,21:00,21:00,21:05,21:05,439,107.5,Cloudy,28.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-23,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Cloudy,28.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-23,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Cloudy,28.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-23,Dhanbad Jn,03:00,03:03,03:05,03:08,199,115.9,Cloudy,28.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-23,Howrah Jn,09:55,09:57,None,None,259,38.0,Cloudy,28.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-24,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,44.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-24,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Heatwave,44.3,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-24,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heatwave,44.3,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-24,Gaya Jn,01:15,01:59,01:20,02:04,203,91.6,Heatwave,44.3,N/A,N/A,High,4,Track maintenance block
New Delhi Rajdhani Express (12302),2014-05-24,Dhanbad Jn,03:00,03:39,03:05,03:44,199,125.7,Heatwave,44.3,N/A,N/A,High,3,Track maintenance block
New Delhi Rajdhani Express (12302),2014-05-24,Howrah Jn,09:55,10:27,None,None,259,38.6,Heatwave,44.3,N/A,N/A,High,1,Track maintenance block
New Delhi Rajdhani Express (12302),2014-05-25,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,29.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-25,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,29.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-25,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,29.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-25,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,29.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-25,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Clear,29.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-25,Howrah Jn,09:55,09:56,None,None,259,37.9,Clear,29.2,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-26,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,40.5,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-26,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,40.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-26,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Clear,40.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-26,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Clear,40.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-26,Dhanbad Jn,03:00,03:02,03:05,03:07,199,117.1,Clear,40.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-26,Howrah Jn,09:55,09:56,None,None,259,38.0,Clear,40.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-27,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,35.2,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-27,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,35.2,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-27,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Clear,35.2,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-27,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,35.2,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-27,Dhanbad Jn,03:00,03:00,03:05,03:05,199,120.6,Clear,35.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-27,Howrah Jn,09:55,09:56,None,None,259,37.8,Clear,35.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-28,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,44.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-28,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Heatwave,44.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-28,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Heatwave,44.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-28,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Heatwave,44.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-28,Dhanbad Jn,03:00,03:02,03:05,03:07,199,118.2,Heatwave,44.4,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-28,Howrah Jn,09:55,10:08,None,None,259,36.9,Heatwave,44.4,N/A,N/A,Low,5,Speed restriction due to extreme heat (44.4°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-05-29,New Delhi,None,None,16:55,16:57,N/A,N/A,Cloudy,35.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-29,Kanpur Central,21:00,21:00,21:05,21:05,439,108.4,Cloudy,35.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-29,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Cloudy,35.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-29,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Cloudy,35.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-29,Dhanbad Jn,03:00,03:02,03:05,03:07,199,117.1,Cloudy,35.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-29,Howrah Jn,09:55,09:56,None,None,259,38.0,Cloudy,35.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-30,New Delhi,None,None,16:55,16:56,N/A,N/A,Cloudy,35.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-30,Kanpur Central,21:00,21:03,21:05,21:08,439,106.6,Cloudy,35.2,N/A,N/A,Low,3,None
New Delhi Rajdhani Express (12302),2014-05-30,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Cloudy,35.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-30,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Cloudy,35.2,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-30,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Cloudy,35.2,N/A,N/A,Low,4,None
New Delhi Rajdhani Express (12302),2014-05-30,Howrah Jn,09:55,09:55,None,None,259,38.0,Cloudy,35.2,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-31,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,46.3,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-31,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Heatwave,46.3,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-31,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Heatwave,46.3,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-31,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Heatwave,46.3,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-31,Dhanbad Jn,03:00,03:00,03:05,03:05,199,120.6,Heatwave,46.3,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-31,Howrah Jn,09:55,09:56,None,None,259,37.8,Heatwave,46.3,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-06-01,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,35.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-06-01,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,35.3,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-06-01,Pt Deen Dayal Upadhyaya Jn,23:35,23:38,23:45,23:48,347,130,Clear,35.3,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-06-01,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Clear,35.3,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-06-01,Dhanbad Jn,03:00,03:02,03:05,03:07,199,117.1,Clear,35.3,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-06-01,Howrah Jn,09:55,09:55,None,None,259,38.1,Clear,35.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-06-02,New Delhi,None,None,16:55,16:57,N/A,N/A,Clear,32.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-06-02,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Clear,32.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-06-02,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,32.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-06-02,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,32.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-06-02,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Clear,32.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-06-02,Howrah Jn,09:55,09:55,None,None,259,38.0,Clear,32.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-06-03,New Delhi,None,None,16:55,16:57,N/A,N/A,Heatwave,46.0,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-06-03,Kanpur Central,21:00,21:00,21:05,21:05,439,108.4,Heatwave,46.0,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-06-03,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Heatwave,46.0,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-06-03,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Heatwave,46.0,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-06-03,Dhanbad Jn,03:00,03:00,03:05,03:05,199,123.1,Heatwave,46.0,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-06-03,Howrah Jn,09:55,09:56,None,None,259,37.8,Heatwave,46.0,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-06-04,New Delhi,None,None,16:55,16:57,N/A,N/A,Thunderstorm,31.6,20.4,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-06-04,Kanpur Central,21:00,21:00,21:05,21:05,439,108.4,Thunderstorm,31.6,20.4,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-06-04,Pt Deen Dayal Upadhyaya Jn,23:35,23:38,23:45,23:48,347,130,Thunderstorm,31.6,20.4,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-06-04,Gaya Jn,01:15,01:30,01:20,01:35,203,119.4,Thunderstorm,31.6,20.4,N/A,None,1,Speed restriction due to thunderstorm (20.4 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-06-04,Dhanbad Jn,03:00,03:20,03:05,03:25,199,113.7,Thunderstorm,31.6,20.4,N/A,None,2,Speed restriction due to thunderstorm (20.4 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-06-04,Howrah Jn,09:55,10:14,None,None,259,38.0,Thunderstorm,31.6,20.4,N/A,None,1,Speed restriction due to thunderstorm (20.4 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-06-05,New Delhi,None,None,16:55,16:55,N/A,N/A,Heatwave,44.6,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-06-05,Kanpur Central,21:00,21:11,21:05,21:16,439,102.9,Heatwave,44.6,N/A,N/A,Low,5,Speed restriction due to extreme heat (44.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-06-05,Pt Deen Dayal Upadhyaya Jn,23:35,23:50,23:45,00:00,347,130,Heatwave,44.6,N/A,N/A,Low,4,Speed restriction due to extreme heat (44.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-06-05,Gaya Jn,01:15,01:31,01:20,01:36,203,130,Heatwave,44.6,N/A,N/A,Low,1,Speed restriction due to extreme heat (44.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-06-05,Dhanbad Jn,03:00,03:15,03:05,03:20,199,120.6,Heatwave,44.6,N/A,N/A,Low,1,Speed restriction due to extreme heat (44.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-06-05,Howrah Jn,09:55,10:10,None,None,259,37.9,Heatwave,44.6,N/A,N/A,Low,5,Speed restriction due to extreme heat (44.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-06-06,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,46.7,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-06-06,Kanpur Central,21:00,21:14,21:05,21:19,439,102.1,Heatwave,46.7,N/A,N/A,Low,4,Speed restriction due to extreme heat (46.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-06-06,Pt Deen Dayal Upadhyaya Jn,23:35,23:52,23:45,00:02,347,130,Heatwave,46.7,N/A,N/A,Low,1,Speed restriction due to extreme heat (46.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-06-06,Gaya Jn,01:15,01:32,01:20,01:37,203,130,Heatwave,46.7,N/A,N/A,Low,1,Speed restriction due to extreme heat (46.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-06-06,Dhanbad Jn,03:00,03:13,03:05,03:18,199,124.4,Heatwave,46.7,N/A,N/A,Low,4,Speed restriction due to extreme heat (46.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-06-06,Howrah Jn,09:55,10:10,None,None,259,37.7,Heatwave,46.7,N/A,N/A,Low,2,Speed restriction due to extreme heat (46.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-06-07,New Delhi,None,None,16:55,16:57,N/A,N/A,Clear,34.9,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-06-07,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Clear,34.9,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-06-07,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,34.9,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-06-07,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Clear,34.9,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-06-07,Dhanbad Jn,03:00,03:01,03:05,03:06,199,118.2,Clear,34.9,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-06-07,Howrah Jn,09:55,09:56,None,None,259,37.9,Clear,34.9,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-06-08,New Delhi,None,None,16:55,16:55,N/A,N/A,Cloudy,36.0,N/A,N/A,None,2,None
